char,dialogue,episode
THREEPIO,He says that our instructions are to give it only to Jabba himself.,episode6
THREEPIO,I'm terribly sorry. I'm afraid he's ever so stubborn about these sort of things.,episode6
BIB,Nudd Chaa.,episode6
THREEPIO,"Artoo, I have a bad feeling about this.",episode6
THREEPIO,Good morning.,episode6
JABBA,Bo Shuda!,episode6
THREEPIO,"The message, Artoo, the message.",episode6
LUKE,"Greetings, Exalted One. Allow me to introduce myself. I am Luke Skywalker, Jedi Knight and friend to Captain Solo. I know that you are powerful, mighty Jabba, and that your anger with Solo must be equally powerful. I seek an audience with Your Greatness to bargain for Solo's life.  With your wisdom, I'm sure that we can work out an arrangement which will be mutually beneficial and enable us to avoid any unpleasant confrontation. As a token of my goodwill, I present to you a gift: these two droids.",episode6
THREEPIO,What did he say?,episode6
LUKE,... Both are hardworking and will serve you well.,episode6
THREEPIO,"This can't be! Artoo, you're playing the wrong message.",episode6
JABBA,There will be no bargain.,episode6
THREEPIO,We're doomed.,episode6
JABBA,I will not give up my favorite decoration. I like Captain Solo where he is.,episode6
THREEPIO,"Artoo, look! Captain Solo. And he's still frozen in carbonite.",episode6
THREEPIO,What could possibly have come over Master Luke. Is it something I did? He never expressed any unhappiness with my work. Oh! Oh! Hold it! Ohh!,episode6
NINEDENINE,"Ah, good. New acquisitions. You are a protocol droid, are you not?",episode6
THREEPIO,"I am See-Threepio, human-cy...",episode6
NINEDENINE,Yes or no will do.,episode6
THREEPIO,"Oh. Well, yes.",episode6
NINEDENINE,How many languages do you speak?,episode6
THREEPIO,"I am fluent in over six million forms of communication, and can readily...",episode6
NINEDENINE,Splendid! We have been without an interpreter since our master got angry with our last protocol droid and disintegrated him.,episode6
THREEPIO,Disintegrated?,episode6
NINEDENINE,Guard! This protocol droid might be useful. Fit him with a restraining bolt and take him back to His Excellency's main audience chamber.,episode6
THREEPIO,"Artoo, don't leave me! Ohhh!",episode6
NINEDENINE,"You're a feisty little one, but you'll soon learn some respect. I have need for you on the master's Sail Barge. And I think you'll fit in nicely.",episode6
JABBA,Da Eitha!,episode6
OOLA,Na Chuba negatorie Na! Na! Natoota...,episode6
JABBA,Boscka!,episode6
BOUSHH,I have come for the bounty on this Wookiee.,episode6
THREEPIO,"Oh, no! Chewbacca!",episode6
JABBA,At last we have the mighty Chewbacca.,episode6
THREEPIO,"Oh, uh, yes, uh, I am here, Your Worshipfulness. Uh... yes!",episode6
THREEPIO,Oh. The illustrious Jabba bids you welcome and will gladly pay you the reward of twenty- five thousand.,episode6
BOUSHH,I want fifty thousand. No less.,episode6
THREEPIO,"Uh, oh... but what, what did I say?  Uh, the mighty Jabba asks why he must pay fifty thousand.",episode6
THREEPIO,Because he's holding a thermal detonator.,episode6
JABBA,This bounty hunter is my kind of scum. Fearless and inventive.,episode6
THREEPIO,Jabba offers the sum of thirty-five. And I suggest you take it.,episode6
BOUSHH,Zeebuss.,episode6
THREEPIO,He agrees!,episode6
BOUSHH,Just relax for a moment. You're free of the carbonite.,episode6
BOUSHH,Shhh. You have hibernation sickness.,episode6
HAN,I can't see.,episode6
BOUSHH,You eyesight will return in time.,episode6
HAN,Where am I?,episode6
BOUSHH,Jabba's palace.,episode6
HAN,Who are you?,episode6
LEIA,Someone who loves you.,episode6
HAN,Leia!,episode6
LEIA,I gotta get you out of here.,episode6
HAN,What's that? I know that laugh.,episode6
HAN,"Hey, Jabba. Look, Jabba, I was just on my way to pay you back, but I got a little sidetracked. It's not my fault.",episode6
JABBA,"It's too late for that, Solo. You may have been a good smuggler, but now you're Bantha fodder.",episode6
HAN,Look...,episode6
JABBA,Take him away!,episode6
HAN,Jabba... I'll pay you triple! You're throwing away a fortune here. Don't be a fool!,episode6
JABBA,Bring her to me.,episode6
LEIA,We have powerful friends. You're gonna regret this...,episode6
JABBA,I'm sure.,episode6
LEIA,Ugh!,episode6
THREEPIO,"Ohhh, I can't bear to watch.",episode6
HAN,"Chewie? Chewie, is that you?",episode6
HAN,Ah! Chew--Chewie!,episode6
HAN,"Wait. I can't see, pal. What's goin' on?",episode6
HAN,"Luke? Luke's crazy. He can't even take care of himself, much less rescue anybody.",episode6
HAN,"A...Jedi Knight? I--I'm out of it for a little while, everybody gets delusions of grandeur.",episode6
HAN,"I'm all right, pal. I'm all right.",episode6
LUKE,I must speak with Jabba.,episode6
LUKE,You will take me to Jabba now!,episode6
LUKE,You serve your master well.,episode6
LUKE,And you will be rewarded.,episode6
THREEPIO,At last! Master Luke's come to rescue me.,episode6
BIB,Master.,episode6
BIB,"...Luke Skywalker, Jedi Knight.",episode6
JABBA,I told you not to admit him.,episode6
LUKE,I must be allowed to speak.,episode6
BIB,He must be allowed to speak.,episode6
JABBA,You weak-minded fool! He's using an old Jedi mind trick.,episode6
LUKE,You will bring Captain Solo and the Wookiee to me.,episode6
JABBA,"Your mind powers will not work on me, boy.",episode6
LUKE,"Nevertheless, I'm taking Captain Solo and his friends. You can either profit by this... or be destroyed! It's your choice. But I warn you not to underestimate my powers.",episode6
THREEPIO,"Master Luke, you're standing on...",episode6
JABBA,"There will be no bargain, young Jedi. I shall enjoy watching you die.",episode6
JABBA,Bascka!,episode6
THREEPIO,"Oh, no! The Rancor!",episode6
JABBA,Bring me Solo and the Wookiee. They will all suffer for this outrage.,episode6
LUKE,Han!,episode6
HAN,Luke!,episode6
LUKE,Are you all right?,episode6
HAN,"Fine. Together again, huh?",episode6
LUKE,Wouldn't miss it.,episode6
HAN,How are we doing?,episode6
LUKE,The same as always.,episode6
HAN,"That bad, huh? Where's Leia?",episode6
LEIA,I'm here.,episode6
THREEPIO,"Oh, dear. His High Exaltedness, the great Jabba the Hutt, has decreed that you are to be terminated immediately.",episode6
HAN,"Good, I hate long waits.",episode6
THREEPIO,"You will therefore be taken to the Dune Sea and cast into the pit of Carkoon, the nesting place of the all-powerful Sarlacc.",episode6
HAN,Doesn't sound so bad.,episode6
THREEPIO,"In his belly, you will find a new definition of pain and suffering, as you are slowly digested over a thousand years.",episode6
HAN,"On second thought, let's pass on that, huh?",episode6
LUKE,"You should have bargained, Jabba. That's the last mistake you'll ever make.",episode6
HAN,"I think my eyes are getting better. Instead of a big dark blur, I see a big light blur.",episode6
LUKE,"There's nothing to see. I used to live here, you know.",episode6
HAN,"You're gonna die here, you know. Convenient.",episode6
LUKE,Just stick close to Chewie and Lando. I've taken care of everything.,episode6
HAN,Oh... great!,episode6
JABBA,Soon you will learn to appreciate me.,episode6
THREEPIO,"Oh, I'm terribly sor... Artoo! What are you doing here?",episode6
THREEPIO,"Well, I can see you're serving drinks, but this place is dangerous. They're going to execute Master Luke and, if we're not careful, us too!",episode6
THREEPIO,Hmm.  I wish I had your confidence.,episode6
THREEPIO,"Victims of the almighty Sarlacc: His Excellency hopes that you will die honorably. But should any of you wish to beg for mercy, the great Jabba the Hutt will now listen to your pleas.",episode6
HAN,"Threepio, you tell that slimy piece of... worm-ridden filth he'll get no such pleasure from us. Right?",episode6
LUKE,Jabba! This is your last chance. Free us or die.,episode6
JABBA,Move him into position.,episode6
JABBA,Put him in.,episode6
LUKE,"Easy, Chewie.",episode6
LANDO,Whoa! Whoa! Help!,episode6
HAN,"Chewie, you okay? Where is he?",episode6
HAN,"I'm okay, pal.",episode6
LANDO,Han! Chewie?,episode6
HAN,Lando!,episode6
HAN,Boba Fett?! Boba Fett?! Where?,episode6
HAN,"Lando, grab it!",episode6
LANDO,Lower it!,episode6
HAN,I'm trying!,episode6
HAN,"Whoa! Whoa! Grab me, Chewie! I'm slipping.",episode6
HAN,Grab it! L--Lando. Grab!,episode6
HAN,Grab it! Almost... You almost got it!,episode6
LANDO,Hold it! Whoa!,episode6
HAN,"Gently now. All... all right. Now easy, easy. Hold me, Chewie.",episode6
HAN,"Chewie! Chewie, give me the gun. Don't move, Lando.",episode6
LANDO,"No, wait! I thought you were blind!",episode6
HAN,It's all right. Trust me. Don't move.,episode6
LANDO,All right! A little higher! Just a little higher!,episode6
HAN,"Chewie, Pull us up! Come on! Okay... up, Chewie, up!",episode6
LEIA,Come on. We gotta get out of here quick.,episode6
THREEPIO,"Not my eyes! Artoo, help! Quickly, Artoo. Oh! Ohhh! You beast!",episode6
LUKE,Get the gun! Point it at the deck!,episode6
LUKE,Point it at the deck!,episode6
THREEPIO,"Artoo, where are we going? I couldn't possibly jump.",episode6
LUKE,Come on!,episode6
LUKE,Let's go! And don't forget the droids.,episode6
LANDO,We're on our way.,episode6
HAN,I don't know. All I can see is a lot of blowing sand!,episode6
LEIA,That's all any of us can see.,episode6
HAN,Then I guess I'm getting better.,episode6
HAN,"I've got to hand it to you, kid, you were pretty good out there.",episode6
LUKE,I had a lot of help. Think nothing of it.,episode6
HAN,"No, I'm thinking a lot about it. That carbon freeze was the closest thing to dead there is. And it wasn't just sleepin'. It was a big wide awake nothing!",episode6
LUKE,I'll see you back at the fleet.,episode6
HAN,Why don't you leave that crate and come with us?,episode6
LUKE,I have a promise I have to keep first... to an old friend.,episode6
HAN,"Guess I owe you some thanks, too, Lando.",episode6
LANDO,"Figured if I left you frozen like that you'd just give me bad luck the rest of my life, so I might as well get you unfrozen sooner or later.",episode6
LEIA,He means \,episode6
LANDO,"Come on, let's get off this miserable dust ball.",episode6
LUKE,I'll meet you back at the fleet.,episode6
LEIA,Hurry. The Alliance should be assembled by now.,episode6
LUKE,I will.,episode6
HAN,"Hey, Luke, thanks. Thanks for comin' after me. Now I owe you one.",episode6
LUKE,"That's right, Artoo. We're going to the  Dagobah system. I have a promise to keep...  to an old friend.",episode6
EMPEROR,"Rise, my friend.",episode6
VADER,The Death Star will be completed on schedule.,episode6
EMPEROR,"You have done well, Lord Vader. And now I sense you wish to continue your search for young Skywalker.",episode6
VADER,"Yes, my Master.",episode6
EMPEROR,"Patience, my friend. In time he will seek you out. And when he does, you must bring him before me. He has grown strong. Only together can we turn him to the dark side of the Force.",episode6
VADER,As you wish.,episode6
EMPEROR,Everything is proceeding as I have foreseen.,episode6
YODA,Hmm. That face you make. Look I so old to young eyes?,episode6
LUKE,No... of course not.,episode6
YODA,"I do, yes, I do!  Sick have I become. Old and weak.  When nine hundred years old you reach, look as good you will not. Hmm?",episode6
YODA,"Soon will I rest. Yes, forever sleep. Earned it, I have.",episode6
LUKE,"Master Yoda, you can't die.",episode6
YODA,Strong am I with the Force... but not that strong! Twilight is upon me and soon night must fall. That is the way of things ... the way of the Force.,episode6
LUKE,But I need your help. I've come back to complete the training.,episode6
YODA,No more training do you require. Already know you that which you need.,episode6
LUKE,Then I am a Jedi?,episode6
YODA,"Ohhh. Not yet. One thing remains: Vader. You must confront Vader. Then, only then, a Jedi will you be. And confront him you will.",episode6
LUKE,Master Yoda... is Darth Vader my father?,episode6
YODA,Mmm... rest I need. Yes... rest.,episode6
LUKE,"Yoda, I must know.",episode6
YODA,Your father he is.,episode6
YODA,"Told you, did he?",episode6
LUKE,Yes.,episode6
YODA,"Unexpected this is, and unfortunate..",episode6
LUKE,Unfortunate that I know the truth?,episode6
YODA,No. Unfortunate that you rushed to face him... that incomplete was your training. Not ready for the burden were you.,episode6
LUKE,"Well, I'm sorry.",episode6
YODA,"Remember, a Jedi's strength flows from the Force.  But beware.  Anger, fear, aggression. The dark side are they.  Once you start down the dark path, forever will it dominate your destiny.",episode6
YODA,"Luke...Luke...Do not...Do not underestimate the powers of the Emperor, or suffer your father's fate, you will. Luke, when gone am I , the last of the Jedi will you be. Luke, the Force runs strong in your family. Pass on what you have learned, Luke...  There is... another...Sky...Sky...walker.",episode6
LUKE,"I can't do it, Artoo. I can't go on alone.",episode6
BEN,Yoda will always be with you.,episode6
LUKE,Obi-Wan! Why didn't you tell me?,episode6
LUKE,You told me Vader betrayed and murdered my father.,episode6
BEN,"You father was seduced by the dark side of the Force. He ceased to be Anakin Skywalker and became Darth Vader. When that happened, the good man who was your father was destroyed. So what I have told you was true... from a certain point of view.",episode6
LUKE,A certain point of view!,episode6
BEN,"Luke, you're going to find that many of the truths we cling to depend greatly on our own point of view.",episode6
BEN,"I don't blame you for being angry. If I was wrong in what I did, it certainly wouldn't have been for the first time. You see, what happened to your father was my fault.",episode6
BEN,Anakin was a good friend.,episode6
BEN,"When I first knew him, your father was already a great pilot. But I was amazed how strongly the Force was with him.  I took it upon myself to train him as a Jedi.  I thought that I could instruct him just as well as Yoda.  I was wrong.  My pride has had terrible consequences for the galaxy.",episode6
LUKE,There's still good in him.,episode6
BEN,I also thought he could be turned back to the good side. It couldn't be done. He is more machine now than man. Twisted and evil.,episode6
LUKE,"I can't do it, Ben.",episode6
BEN,You cannot escape your destiny.,episode6
LUKE,I tried to stop him once. I couldn't do it.,episode6
BEN,"Vader humbled you when first you met him, Luke...but that experience was part of your training. It taught you, among other things, the value of patience.  Had you not been so impatient to defeat Vader then, you could have finished your training here with Yoda. You would have been prepared.",episode6
LUKE,But I had to help my friends.,episode6
BEN,"And did you help them? It was they who had to save you. You achieved little by rushing back prematurely, I fear.",episode6
LUKE,I found out Darth Vader was my father.,episode6
BEN,"To be a Jedi, Luke, you must confront and then go beyond the dark side - the side your father couldn't get past. Impatience is the easiest door - for you, like your father. Only, your father was seduced by what he found on the other side of the door, and you have held firm. You're no longer so reckless now, Luke. You are strong and patient. And now, you must face Darth Vader again!",episode6
LUKE,I can't kill my own father.,episode6
BEN,Then the Emperor has already won. You were our only hope.,episode6
LUKE,Yoda spoke of another.,episode6
BEN,The other he spoke of is your twin sister.,episode6
LUKE,But I have no sister.,episode6
BEN,"Hmm. To protect you both from the Emperor, you were hidden from your father when you were born. The Emperor knew, as I did, if Anakin were to have any offspring, they would be a threat to him. That is the reason why your sister remains safely anonymous.",episode6
LUKE,Leia! Leia's my sister.,episode6
BEN,"Your insight serves you well. Bury your feelings deep down, Luke. They do you credit. But they could be made to serve the Emperor.",episode6
BEN,"When your father left, he didn't know your mother was pregnant. Your mother and I knew he would find out eventually, but we wanted to keep you both as safe as possible, for as long as possible.  So I took you to live with my brother Owen on Tatooine... and your mother took Leia to live as the daughter of Senator Organa, on Alderaan.",episode6
BEN,"The Organa household was high-born and politically quite powerful in that system. Leia became a princess by virtue of lineage... no one knew she'd been adopted, of course. But it was a title without real power, since Alderaan had long been a democracy.  Even so, the family continued to be politically powerful, and Leia, following in her foster father's path, became a senator as well.  That's not all she became, of course... she became the leader of her cell in the Alliance against the corrupt Empire. And because she had diplomatic immunity, she was a vital link for getting information to the Rebel cause.  That's what she was doing when her path crossed yours... for her foster parents had always told her to contact me on Tatooine, if her troubles became desperate.",episode6
LUKE,"But you can't let her get involved now, Ben. Vader will destroy her.",episode6
BEN,"She hasn't been trained in the ways of the Jedi the way you have, Luke ... but the Force is strong with her, as it is with all of your family. There is no avoiding the battle. You must face and destroy Vader!",episode6
HAN,"Well, look at you, a general, huh?",episode6
LANDO,"Oh, well, someone must have told them about my little maneuver at the battle of Taanab.",episode6
HAN,"Well, don't look at me, pal. I just said you were a fair pilot. I didn't know they were lookin' for somebody to lead this crazy attack.",episode6
LANDO,I'm surprised they didn't ask you to do it.,episode6
HAN,"Well, who says they didn't.  But I ain't crazy. You're the respectable one, remember?",episode6
MON MOTHMA,The Emperor has made a critical error and the time for our attack has come.,episode6
MON MOTHMA,"The data brought to us by the Bothan spies pinpoints the exact location of the Emperor's new battle station. We also know that the weapon systems of this Death Star are not yet operational. With the Imperial Fleet spread throughout the galaxy in a vain effort to engage us, it is relatively unprotected. But most important of all, we've learned that the Emperor himself is personally overseeing the final stages of the construction of this Death Star.",episode6
MON MOTHMA,"Many Bothans died to bring us this information. Admiral Ackbar, please.",episode6
ACKBAR,"You can see here the Death Star orbiting the forest Moon of Endor. Although the weapon systems on this Death Star are not yet operational, the Death Star does have a strong defense mechanism. It is protected by an energy shield, which is generated from the nearby forest Moon of Endor. The shield must be deactivated if any attack is to be attempted. Once the shield is down, our cruisers will create a perimeter, while the fighters fly into the superstructure and attempt to knock out the main reactor.",episode6
ACKBAR,General Calrissian has volunteered to lead the fighter attack,episode6
HAN,Good luck.,episode6
HAN,You're gonna need it.,episode6
ACKBAR,General Madine.,episode6
GENERAL MADINE,"We have stolen a small Imperial shuttle. Disguised as a cargo ship, and using a secret Imperial code, a strike team will land on the moon and deactivate the shield generator.",episode6
THREEPIO,Sounds dangerous.,episode6
LEIA,I wonder who they found to pull that off.,episode6
GENERAL MADINE,"General Solo, is your strike team assembled?",episode6
HAN,"Uh, my team's ready. I don't have a command crew for the shuttle.",episode6
HAN,"Well, it's gonna be rough, pal. I didn't want to speak for you.",episode6
HAN,That's one.,episode6
LEIA,"Uh, General... count me in.",episode6
VOICE,"I'm with you, too!",episode6
LEIA,What is it?,episode6
LUKE,Ask me again sometime.,episode6
HAN,Luke.,episode6
LUKE,"Hi, Han... Chewie.",episode6
THREEPIO,\,episode6
HAN,Look. I want you to take her. I mean it. Take her. You need all the help you can get. She's the fastest ship in the fleet.,episode6
LANDO,"All right, old buddy. You know, I know what she means to you. I'll take good care of her. She-she won't get a scratch. All right?",episode6
HAN,Right. I got your promise now. Not a scratch.,episode6
LANDO,"Look, would you get going, you pirate.",episode6
LANDO,Good luck.,episode6
HAN,"You, too.",episode6
HAN,You got her warmed?,episode6
LUKE,"Yeah, she's comin' up.",episode6
HAN,"No. I don't think the Empire had Wookiees in mind when they designed her, Chewie.",episode6
LEIA,"Hey, are you awake?",episode6
HAN,"Yeah, I just got a funny feeling. Like I'm not gonna see her again.",episode6
LEIA,"Come on, General, let's move.",episode6
HAN,"Right. Chewie, let's see what this piece of junk can do. Ready, everybody?",episode6
LUKE,All set.,episode6
THREEPIO,Here we go again.,episode6
HAN,"All right, hang on.",episode6
VADER,"What is thy bidding, my Master?",episode6
EMPEROR,Send the fleet to the far side of Endor. There it will stay until called for.,episode6
VADER,What of the reports of the Rebel fleet massing near Sullust?,episode6
EMPEROR,"It is of no concern. Soon the Rebellion will be crushed and young Skywalker will be one of us! Your work here is finished, my friend. Go out to the command ship and await my orders.",episode6
VADER,"Yes, my Master.",episode6
HAN,"If they don't go for this, we're gonna have to get outta here pretty quick, Chewie.",episode6
CONTROLLER,We have you on our screen now. Please identify.,episode6
HAN,Shuttle Tydirium requesting deactivation of the deflector shield.,episode6
CONTROLLER,"Shuttle Tydirium, transmit the clearance code for shield passage.",episode6
HAN,Transmission commencing.,episode6
LEIA,Now we find out if that code is worth the price we paid.,episode6
HAN,It'll work. It'll work.,episode6
LUKE,Vader's on that ship.,episode6
HAN,"Now don't get jittery, Luke. There are a lot of command ships. Keep your distance though, Chewie, but don't look like you're trying to keep your distance.",episode6
HAN,I don't know.  Fly casual.,episode6
LUKE,I'm endangering the mission. I shouldn't have come.,episode6
HAN,"It's your imagination, kid. Come on. Let's keep a little optimism here.",episode6
VADER,Where is that shuttle going?,episode6
PIETT,"Shuttle Tydirium, what is your cargo and destination?",episode6
PILOT VOICE,Parts and technical crew for the forest moon.,episode6
VADER,Do they have a code clearance?,episode6
PIETT,"It's an older code, sir, but it checks out. I was about to clear them.",episode6
PIETT,Shall I hold them?,episode6
VADER,No. Leave them to me. I will deal with them myself.,episode6
PIETT,"As you wish, my lord.  Carry on.",episode6
HAN,"They're not goin' for it, Chewie.",episode6
CONTROLLER,"Shuttle Tydirium, deactivation of the shield will commence immediately. Follow your present course.",episode6
HAN,Okay! I told you it was gonna work. No problem.,episode6
THREEPIO,"Oh, I told you it was dangerous here.",episode6
LEIA,Shall we try and go around?,episode6
HAN,It'll take time. This whole party'll be for nothing if they see us.,episode6
HAN,Chewie and I will take care of this. You stay here.,episode6
LUKE,"Quietly, there might be more of them out there.",episode6
HAN,Hey... it's me.,episode6
SCOUT #1,Go for help! Go!,episode6
LUKE,Great. Come on.,episode6
LEIA,Over there! Two more of them!,episode6
LUKE,"I see them. Wait, Leia!",episode6
LUKE,Quick! Jam their comlink. Center switch!,episode6
HAN,"Hey, wait! Ahhh!",episode6
LUKE,Move closer!,episode6
LUKE,Get alongside that one!,episode6
LUKE,Get him!,episode6
LUKE,Keep on that one! I'll take these two!,episode6
THREEPIO,"Oh, General Solo, somebody's coming. Oh!",episode6
HAN,Luke! Where's Leia?,episode6
LUKE,What? She didn't come back?,episode6
HAN,I thought she was with you.,episode6
LUKE,We got separated.,episode6
LUKE,"Hey, we better go look for her.",episode6
HAN,Take the squad ahead.  We'll meet at the shield generator at 0300.,episode6
LUKE,"Come on, Artoo.  We'll need your scanners.",episode6
THREEPIO,"Don't worry, Master Luke.  We know what to do.",episode6
THREEPIO,And you said it was pretty here. Ugh!,episode6
LEIA,Cut it out!,episode6
LEIA,I'm not gonna hurt you.,episode6
LEIA,"Well, looks like I'm stuck here. Trouble is, I don't know where here is.",episode6
LEIA,"Well, maybe you can help me. Come on, sit down.",episode6
LEIA,I promise I won't hurt you. Now come here.,episode6
LEIA,All right. You want something to eat?,episode6
LEIA,That's right. Come on. Hmmm?,episode6
LEIA,"Look, it's a hat. It's not gonna hurt you. Look. You're a jittery little thing, aren't you?",episode6
LEIA,What is it?,episode6
SCOUT #l,"Freeze!  Come on, get up!",episode6
SCOUT #1,Go get your ride and take her back to base.,episode6
SCOUT #2,"Yes, sir.",episode6
LEIA,"Come on, let's get outta here.",episode6
GUARD,Halt! The Emperor does not wish to be disturbed at the moment.,episode6
VADER,"The Emperor will see me, now!",episode6
GUARD,"The Emperor will see you, now.",episode6
EMPEROR,I told you to remain on the command ship.,episode6
VADER,A small Rebel force has penetrated the shield and landed on Endor.,episode6
EMPEROR,"Yes, I know.",episode6
VADER,My son is with them.,episode6
EMPEROR,Are you sure?,episode6
VADER,"I have felt him, my Master.",episode6
EMPEROR,"Strange, that I have not. I wonder if your feelings on this matter are clear, Lord Vader.",episode6
VADER,"They are clear, my Master.",episode6
EMPEROR,Then you must go to the Sanctuary Moon and wait for them.,episode6
VADER,He will come to me?,episode6
EMPEROR,I have foreseen it. His compassion for you will be his undoing. He will come to you and then you will bring him before me.,episode6
VADER,As you wish.,episode6
HAN,Luke! Luke!,episode6
THREEPIO,"Oh, Master Luke.",episode6
LUKE,There's two more wrecked speeders back there. And I found this.,episode6
THREEPIO,I'm afraid that Artoo's sensors can find no trace of Princess Leia.,episode6
HAN,I hope she's alright.,episode6
HAN,"What, Chewie? What? Chewie!",episode6
HAN,"Hey, I don't get it.",episode6
HAN,"Nah, it's just a dead animal, Chewie.",episode6
LUKE,"Chewie, wa-wait!  Don't!",episode6
HAN,"Nice work. Great, Chewie! Great! Always thinking with your stomach.",episode6
LUKE,"Will you take it easy? Let's just figure out a way to get out of this thing.  Han, can you reach my lightsaber?",episode6
HAN,"Yeah, sure.",episode6
THREEPIO,"Artoo, I'm not sure that's such a good idea. It's a very long dro-o-op!!",episode6
HAN,Wha--?  Hey!  Point that thing someplace else.,episode6
HAN,Hey!,episode6
LUKE,"Han, don't. It'll be all right.",episode6
LUKE,"Chewie, give 'em your crossbow.",episode6
THREEPIO,"Oh, my head. Oh, my goodness!",episode6
LUKE,Do you understand anything they're saying?,episode6
THREEPIO,"Oh, yes, Master Luke!  Remember that I am fluent in over six million forms of communication.",episode6
HAN,What are you telling them?,episode6
THREEPIO,"Hello, I think... I could be mistaken. They're using a very primitive dialect.  But I do believe they think I am some sort of god.",episode6
HAN,"Well, why don't you use your divine influence and get us out of this?",episode6
THREEPIO,"I beg your pardon, General Solo, but that just wouldn't be proper.",episode6
HAN,Proper?!,episode6
THREEPIO,It's against my programming to impersonate a deity.,episode6
HAN,"Why, you--",episode6
HAN,My mistake. He's an old friend of mine.,episode6
HAN,I have a really bad feeling about this.,episode6
HAN,What did he say?,episode6
THREEPIO,"I'm rather embarrassed, General Solo, but it appears you are to be the main course at a banquet in my honor.",episode6
HAN and LUKE,Leia!,episode6
LEIA,Oh!,episode6
THREEPIO,Your Royal Highness.,episode6
LEIA,"But these are my friends. Threepio, tell them they must be set free.",episode6
HAN,"Somehow, I got the feeling that didn't help us very much.",episode6
LUKE,"Threepio, tell them if they don't do as you wish, you'll become angry and use your magic.",episode6
THREEPIO,"But Master Luke, what magic? couldn't possibly --",episode6
LUKE,Just tell them.,episode6
THREEPIO,"You see, Master Luke; they didn't believe me. Just...",episode6
THREEPIO,"... as I said they wouldn't. Wha-wha-what's happening! Oh! Oh, dear! Oh!",episode6
THREEPIO,"Put me down! He-e-elp! Master Luke! Artoo! Somebody, somebody, help! Master Luke, Artoo! Artoo, quickly! Do something, somebody! Oh! Ohhh!",episode6
THREEPIO,"Oh, oh, oh, oh! Thank goodness.",episode6
LUKE,"Thanks, Threepio.",episode6
THREEPIO,I...I never knew I had it in me.,episode6
THREEPIO,"Yes, Artoo. I was just coming to that.",episode6
HAN,What's going on?,episode6
LEIA,I don't know.,episode6
THREEPIO,Wonderful! We are now a part of the tribe.,episode6
HAN,Just what I always wanted.,episode6
HAN,"Well, short help is better than no help at all, Chewie.  Thank you. Okay.",episode6
THREEPIO,He says the scouts are going to show us the quickest way to the shield generator.,episode6
HAN,"Good. How far is it? Ask him. We need some fresh supplies, too. And try and get our weapons back.",episode6
HAN,"And hurry up, will ya? I haven't got all day.",episode6
LUKE,"Luke, what's wrong?",episode6
LUKE,Leia... do you remember your mother? Your real mother?,episode6
LEIA,Just a little bit. She died when I was very young.,episode6
LUKE,What do you remember?,episode6
LEIA,"Just...images, really. Feelings.",episode6
LUKE,Tell me.,episode6
LEIA,"She was very beautiful. Kind, but...sad.  Why are you asking me all this?",episode6
LUKE,I have no memory of my mother. I never knew her.,episode6
LEIA,"Luke, tell me. What's troubling you?",episode6
LUKE,"Vader is here...now, on this moon.",episode6
LEIA,How do you know?,episode6
LUKE,"I felt his presence. He's come for me. He can feel when I'm near. That's why I have to go.  As long as I stay, I'm endangering the group and our mission here.  I have to face him.",episode6
LEIA,Why?,episode6
LUKE,He's my father.,episode6
LEIA,Your father?,episode6
LUKE,"There's more. It won't be easy for you to hear it, but you must. If I don't make it back, you're the only hope for the Alliance.",episode6
LEIA,"Luke, don't talk that way. You have a power I--I don't understand and could never have.",episode6
LUKE,"You're wrong, Leia. You have that power too. In time you'll learn to use it as I have. The Force is strong in my family. My father has it...I have it...and...my sister has it.",episode6
LUKE,Yes. It's you Leia.,episode6
LEIA,I know. Somehow...I've always known.,episode6
LUKE,Then you know why I have to face him.,episode6
LEIA,"No! Luke, run away, far away. If he can feel your presence, then leave this place. I wish I could go with you.",episode6
LUKE,"No, you don't. You've always been strong.",episode6
LEIA,"But, why must you confront him?",episode6
LUKE,Because...there is good in him. I've felt it. He won't turn me over to the Emperor. I can save him. I can turn him back to the good side. I have to try.,episode6
HAN,"Hey, what's goin' on?",episode6
LEIA,Nothing. I - just want to be alone for a little while.,episode6
HAN,"Nothing?  Come on, tell me.  What's goin' on?",episode6
LEIA,I...I can't tell you.,episode6
HAN,Did you tell Luke? Is that who you could tell?,episode6
LEIA,I...,episode6
HAN,Ahhh...,episode6
HAN,I'm sorry.,episode6
LEIA,Hold me.,episode6
COMMANDER,"This is a Rebel that surrendered to us. Although he denies it, I believe there may be more of them, and I request permission to conduct a further search of the area.",episode6
COMMANDER,He was armed only with this.,episode6
VADER,"Good work, Commander. Leave us. Conduct your search and bring his companions to me.",episode6
COMMANDER,"Yes, my Lord.",episode6
VADER,The Emperor has been expecting you.,episode6
LUKE,"I know, father.",episode6
VADER,"So, you have accepted the truth.",episode6
LUKE,"I've accepted the truth that you were once Anakin Skywalker, my father.",episode6
VADER,That name no longer has any meaning for me.,episode6
LUKE,It is the name of your true self. You've only forgotten. I know there is good in you. The Emperor hasn't driven it from you fully. That is why you couldn't destroy me. That's why you won't bring me to your Emperor now.,episode6
VADER,I see you have constructed a new lightsaber.,episode6
VADER,"Your skills are complete. Indeed, you are powerful, as the Emperor has foreseen.",episode6
LUKE,Come with me.,episode6
VADER,Obi-Wan once thought as you do.,episode6
